id,date_listed,community,zone,lat,lon,property_category,property_type,bedrooms,area_sqft,area_m2,view,furnishing,chiller_included,parking_spaces,metro_station,metro_line,metro_distance_min,to_burj_khalifa_km,contract_type,n_cheques,annual_rent_usd,rent_per_sqft_usd,rent_per_m2_usd
R000141,2025-04-12,Arabian Ranches 3,Arabian Ranches,25.05832,55.27499,villa,3BR_villa,3,3169,294.4,community,unfurnished,True,3,Noor Bank,Red,125,15.44,yearly,6,161000,50,547
R000142,2023-11-25,The Lakes,Emirates Living,25.06556,55.19357,villa,5BR_villa,5,7486,695.5,pool,unfurnished,False,4,Burj Khalifa/Dubai Mall,Red,220,16.75,yearly,2,299300,40,430
R000143,2023-11-27,International City,International City,25.15406,55.43152,apartment,2BR,2,1207,112.2,city,semi_furnished,True,2,Max,Red,168,16.52,yearly,1,15400,12,137
R000144,2023-10-16,Falcon City of Wonders,Dubailand,25.04306,55.31406,villa,4BR_villa,4,3736,347.1,community,unfurnished,False,2,Al Furjan,Red,196,17.6,yearly,2,76900,20,222
R000145,2024-09-22,Remraam,Dubailand,25.01669,55.24677,apartment,2BR,2,1358,126.1,burj_khalifa,semi_furnished,True,2,Jebel Ali,Red,145,20.26,yearly,4,21700,16,172
R000146,2022-03-27,The Views,The Greens,25.11822,55.14455,apartment,4BR_penthouse,4,3928,364.9,city,semi_furnished,False,1,Dubai Internet City,Red,6,15.75,yearly,6,113100,28,310
R000147,2025-08-16,Jumeirah Lake Towers,JLT,25.06519,55.14722,apartment,studio,0,562,52.2,community,fully_furnished,False,2,Ibn Battuta,Red,41,19.48,yearly,2,13600,24,260
R000148,2022-11-17,Karama,Bur Dubai,25.24756,55.31042,apartment,1BR,1,823,76.5,marina,fully_furnished,False,1,Oud Metha,Green,18,6.67,yearly,2,16500,20,215
R000149,2023-06-08,Jebel Ali,Jebel Ali,25.02082,55.09629,apartment,3BR,3,1990,184.9,community,fully_furnished,True,1,UAE Exchange,Red,65,26.58,yearly,2,31500,15,170
R000150,2023-12-17,Majan,Dubailand,25.0764,55.2911,apartment,1BR,1,671,62.3,city,unfurnished,False,1,Mall of the Emirates,Red,120,13.54,yearly,12,11900,17,191
R000151,2025-01-19,Arabian Ranches,Arabian Ranches,25.04689,55.25983,villa,4BR_villa,4,4708,437.4,pool,semi_furnished,True,2,Expo 2020,Red,191,16.78,yearly,6,257700,54,589
R000152,2025-02-20,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.14737,55.3047,apartment,studio,0,553,51.4,park,semi_furnished,False,1,Max,Red,99,6.32,yearly,4,25600,46,497
R000153,2025-07-10,Al Barsha South,Al Barsha,25.08534,55.2035,apartment,1BR,1,792,73.6,community,fully_furnished,True,1,Sharaf DG,Red,51,14.34,yearly,2,14600,18,198
R000154,2022-08-16,Arabian Ranches 3,Arabian Ranches,25.05183,55.27629,villa,3BR_villa,3,3230,300.1,city,semi_furnished,True,2,Oud Metha,Green,245,16.17,short_term,4,147300,45,491
R000155,2023-12-17,The Greens,The Greens,25.09737,55.17247,apartment,2BR,2,1448,134.5,pool,unfurnished,False,2,Mashreq Bank,Red,10,15.12,yearly,2,37600,26,280
R000156,2021-11-08,Al Barsha South,Al Barsha,25.07307,55.22364,apartment,3BR,3,1973,183.3,burj_khalifa,fully_furnished,False,1,Dubai Internet City,Red,52,14.72,yearly,1,34000,17,185
R000157,2023-10-25,Al Warqa,Al Warqa,25.20247,55.41739,villa,4BR_villa,4,3162,293.8,golf_course,unfurnished,True,4,Union (G),Green,142,14.4,yearly,12,61700,19,210
R000158,2026-02-24,Majan,Dubailand,25.06309,55.26492,apartment,2BR,2,1307,121.4,community,fully_furnished,False,1,Oud Metha,Green,227,14.94,yearly,1,25400,19,210
R000159,2025-01-17,Mudon,Dubailand,25.03474,55.25758,villa,5BR_villa,5,5652,525.1,community,unfurnished,True,3,Al Furjan,Red,127,18.14,short_term,12,127000,22,242
R000160,2021-12-20,Downtown Dubai,Downtown,25.19229,55.2748,apartment,studio,0,414,38.5,community,semi_furnished,True,2,Burj Khalifa/Dubai Mall,Red,8,0.55,short_term,2,16100,38,419
R000161,2021-12-29,Expo City,Dubai South,24.95875,55.15227,apartment,2BR,2,1449,134.6,burj_khalifa,fully_furnished,False,1,First Abu Dhabi Bank,Red,263,29.23,yearly,2,28000,19,208
R000162,2024-04-05,Living Legends,Dubailand,25.08684,55.30054,apartment,3BR,3,1324,123.0,golf_course,fully_furnished,False,2,Noor Bank,Red,112,12.55,yearly,1,40100,30,326
R000163,2021-07-25,Dubailand,Dubailand,25.02758,55.27615,villa,4BR_villa,4,2181,202.7,golf_course,unfurnished,False,3,Mall of the Emirates,Red,179,18.86,yearly,12,23900,10,118
R000164,2021-04-03,Al Barsha,Al Barsha,25.10962,55.18655,villa,4BR_villa,4,4064,377.5,city,semi_furnished,True,3,Mall of the Emirates,Red,15,13.15,yearly,2,75400,18,200
R000165,2025-05-18,Remraam,Dubailand,25.01061,55.24881,apartment,2BR,2,1354,125.8,community,unfurnished,True,1,Dubai Investment Park,Red,103,20.91,yearly,12,18400,13,146
R000166,2023-11-11,Jumeirah Islands,Emirates Living,25.05892,55.15479,villa,3BR_villa,3,2992,278.0,pool,fully_furnished,True,3,Jumeirah Golf Estates,Red,38,19.53,yearly,2,180800,60,651
R000167,2023-12-07,Al Barsha South,Al Barsha,25.08032,55.21238,apartment,4BR_penthouse,4,2239,208.0,community,fully_furnished,True,1,Al Ras,Green,273,14.42,yearly,2,53700,24,258
R000168,2025-05-13,DAMAC Lagoons,Damac,25.05657,55.26224,villa,4BR_villa,4,2942,273.3,park,fully_furnished,True,2,Noor Bank,Red,112,15.69,yearly,6,70700,24,259
R000169,2021-08-01,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.17383,55.28149,villa,6BR_villa,6,5396,501.3,community,fully_furnished,True,2,Al Nahda,Red,186,2.69,yearly,12,125600,23,251
R000170,2021-08-18,Dubai Hills Estate,Mohammed Bin Rashid,25.10272,55.25016,apartment,2BR,2,1408,130.8,burj_khalifa,unfurnished,False,3,Noor Bank,Red,39,10.79,short_term,4,32400,23,248
R000171,2023-01-18,Al Barsha,Al Barsha,25.10527,55.21825,villa,4BR_villa,4,3516,326.7,pool,fully_furnished,False,2,Sharaf DG,Red,20,11.68,yearly,1,77000,21,236
R000172,2021-04-26,Green Community,DIP,25.00243,55.15993,villa,5BR_villa,5,4764,442.6,park,fully_furnished,True,2,Al Furjan,Red,46,24.53,yearly,4,62600,13,141
R000173,2025-10-07,Dubai Production City,IMPZ,25.01968,55.22955,apartment,3BR,3,1367,127.0,golf_course,fully_furnished,False,1,First Abu Dhabi Bank,Red,153,20.25,short_term,2,30300,22,239
R000174,2025-11-13,Mirdif,Mirdif,25.22687,55.40926,villa,4BR_villa,4,3857,358.3,park,semi_furnished,True,3,Union (G),Green,148,13.96,yearly,2,93300,24,260
R000175,2024-02-25,Motor City,Motor City,25.04574,55.23914,apartment,studio,0,380,35.3,community,fully_furnished,False,1,Danube,Red,150,17.21,yearly,4,9300,24,264
R000176,2025-09-18,Meydan,Meydan,25.16679,55.27858,apartment,3BR,3,2037,189.3,city,unfurnished,False,1,Union (G),Green,158,3.41,yearly,6,63200,31,334
R000177,2021-10-25,Al Mamzar,Al Mamzar,25.29788,55.33135,apartment,3BR,3,1846,171.5,sea,fully_furnished,True,2,Dubai Airport Free Zone,Green,31,12.58,yearly,4,38600,20,225
R000178,2024-01-24,Damac Hills 2,Damac Hills,24.94569,55.2886,villa,5BR_villa,5,5305,492.8,marina,unfurnished,False,3,Dubai Healthcare City,Green,359,28.0,yearly,12,128800,24,261
R000179,2025-11-05,Bulgari Resort,Jumeirah Bay,25.20719,55.22988,apartment,2BR,2,894,83.0,burj_khalifa,fully_furnished,False,1,Max,Red,65,4.61,yearly,2,224500,251,2705
R000180,2024-08-10,Jumeirah 1,Jumeirah,25.23005,55.25273,apartment,2BR,2,1337,124.2,park,fully_furnished,False,1,World Trade Centre,Red,41,4.25,short_term,6,63000,47,507
R000181,2021-12-26,Sustainable City,Sustainable City,24.98776,55.29138,villa,3BR_villa,3,3320,308.4,marina,semi_furnished,False,2,Mashreq Bank,Red,210,23.35,yearly,2,81700,24,265
R000182,2023-10-19,Liwan,Dubailand,25.06261,55.32878,apartment,3BR,3,1800,167.2,park,semi_furnished,False,1,First Abu Dhabi Bank,Red,150,15.94,short_term,2,37800,21,226
R000183,2025-09-04,Discovery Gardens,Discovery Gardens,25.04622,55.1605,apartment,2BR,2,1054,97.9,marina,unfurnished,False,1,MRT-1,Red,19,20.33,yearly,2,16900,16,173
R000184,2021-07-07,The Lakes,Emirates Living,25.05647,55.18171,villa,4BR_villa,4,4765,442.7,community,fully_furnished,True,3,Dubai Internet City,Red,63,18.22,yearly,2,160900,33,363
R000185,2025-06-08,Al Furjan,Al Furjan,25.0338,55.12978,apartment,studio,0,431,40.0,park,unfurnished,False,1,Al Furjan,Red,0,23.28,yearly,2,11900,27,298
R000186,2024-09-30,Jumeirah 1,Jumeirah,25.22399,55.25148,apartment,1BR,1,777,72.2,park,semi_furnished,False,1,Financial Centre,Red,40,3.77,yearly,12,42400,54,587
R000187,2022-08-23,Dubai Hills Estate,Mohammed Bin Rashid,25.09956,55.23359,apartment,3BR,3,1799,167.2,community,fully_furnished,False,1,Al Qiyadah (G),Green,268,11.61,yearly,1,60200,33,360
R000188,2022-02-16,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.15813,55.29935,apartment,studio,0,441,41.0,city,semi_furnished,False,2,Business Bay,Red,69,5.02,yearly,2,12800,29,312
R000189,2022-01-23,Damac Hills 2,Damac Hills,24.96222,55.28971,villa,5BR_villa,5,5795,538.4,community,fully_furnished,False,3,BurJuman (G),Green,389,26.17,yearly,1,68000,11,126
R000190,2026-01-05,DAMAC Lagoons,Damac,25.04831,55.24894,villa,5BR_villa,5,5772,536.2,park,unfurnished,False,4,Discovery Gardens,Red,149,16.75,yearly,2,189200,32,353
R000191,2023-09-01,Discovery Gardens,Discovery Gardens,25.05067,55.15276,apartment,studio,0,386,35.9,park,unfurnished,True,3,Sharaf DG,Red,101,20.38,yearly,6,8100,21,227
R000192,2023-03-16,Dubai Harbour,Dubai Marina,25.08455,55.12898,apartment,1BR,1,665,61.8,park,unfurnished,True,1,Mall of the Emirates,Red,79,19.27,yearly,1,29400,44,476
R000193,2021-06-09,Jumeirah Golf Estates,JGE,25.00621,55.18066,villa,3BR_villa,3,2867,266.3,sea,fully_furnished,False,4,Jumeirah Golf Estates,Red,30,23.24,yearly,4,93100,32,349
R000194,2025-07-08,Reem Mira,Reem,25.04288,55.2666,villa,5BR_villa,5,6056,562.6,sea,fully_furnished,True,3,Dubai Investment Park,Red,140,17.18,yearly,4,186400,30,331
R000195,2021-04-14,Dubai Sports City,Dubai Sports City,25.02552,55.20634,apartment,1BR,1,744,69.1,city,unfurnished,False,1,Al Qusais,Green,374,20.28,yearly,12,8500,11,123
R000196,2023-11-05,Liwan,Dubailand,25.07156,55.30054,apartment,1BR,1,842,78.2,community,fully_furnished,True,1,Al Ras,Green,267,14.22,yearly,2,17000,20,217
R000197,2025-12-27,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16537,55.30442,apartment,studio,0,512,47.6,community,unfurnished,True,2,Jebel Ali,Red,301,4.65,yearly,2,24900,48,524
R000198,2023-05-17,Dubailand,Dubailand,25.01532,55.32822,villa,3BR_villa,3,2100,195.1,park,fully_furnished,True,3,Centrepoint,Red,333,20.94,short_term,4,29800,14,153
R000199,2023-07-28,Palm Jumeirah,Palm Jumeirah,25.1126,55.15791,apartment,4BR_penthouse,4,3492,324.4,pool,semi_furnished,True,2,Business Bay,Red,181,15.03,yearly,2,276600,79,853
R000200,2022-10-15,Business Bay,Business Bay,25.19058,55.25894,apartment,3BR,3,1285,119.4,community,semi_furnished,True,2,Business Bay,Red,3,1.72,yearly,2,31900,24,268
R000201,2024-02-05,Dubai Studio City,Dubai Studio City,25.04521,55.22882,apartment,2BR,2,1314,122.1,park,semi_furnished,False,1,MRT-1,Red,112,17.51,yearly,1,22700,17,186
R000202,2022-06-02,Tilal Al Ghaf,Tilal Al Ghaf,25.01431,55.23801,villa,4BR_villa,4,4486,416.7,community,semi_furnished,True,2,Energy,Red,219,20.66,yearly,2,140300,31,337
R000203,2024-09-19,Al Reem,Arabian Ranches,25.05437,55.27596,villa,6BR_villa,6,7876,731.7,sea,fully_furnished,True,4,Al Karama,Red,279,15.88,yearly,2,400600,50,547
R000204,2024-07-11,Jumeirah Village Circle,JVC,25.06458,55.22796,apartment,studio,0,475,44.1,community,unfurnished,False,1,Al Ghubaiba,Green,294,15.47,yearly,1,9600,20,218
R000205,2022-04-22,Palm Jumeirah,Palm Jumeirah,25.1035,55.14699,apartment,2BR,2,1092,101.4,park,fully_furnished,False,2,UAE Exchange,Red,201,16.52,yearly,2,69000,63,681
R000206,2021-08-30,The Greens,The Greens,25.10453,55.16253,apartment,studio,0,478,44.4,community,semi_furnished,True,1,Mashreq Bank,Red,11,15.26,yearly,6,10600,22,239
R000207,2022-02-16,The Views,The Greens,25.10482,55.17133,apartment,1BR,1,783,72.8,community,unfurnished,False,1,Dubai Internet City,Red,4,14.6,yearly,2,20000,25,275
R000208,2023-05-23,Falcon City of Wonders,Dubailand,25.04065,55.31718,villa,5BR_villa,5,3467,322.1,park,unfurnished,True,4,Etisalat,Green,312,17.93,yearly,6,82500,23,256
R000209,2022-11-14,La Mer,Jumeirah,25.21585,55.27503,apartment,3BR,3,2548,236.7,community,fully_furnished,False,1,Abu Baker Al Siddique,Red,108,2.07,yearly,6,162300,63,686
R000210,2023-02-04,Azizi Riviera,MBR City,25.16832,55.30469,apartment,1BR,1,842,78.2,pool,fully_furnished,False,1,Dubai Healthcare City,Green,84,4.43,yearly,2,22400,26,287
R000211,2024-11-11,Dubai South,Dubai South,24.91184,55.17936,apartment,1BR,1,553,51.4,community,fully_furnished,True,1,UAE Pavilion,Red,166,33.14,yearly,12,8900,16,174
R000212,2025-10-02,Reem Mira,Reem,25.03844,55.28734,villa,6BR_villa,6,7554,701.8,park,unfurnished,False,2,Sharaf DG,Red,134,17.7,short_term,4,176300,23,251
R000213,2023-03-29,Mudon,Dubailand,25.0594,55.26295,villa,4BR_villa,4,2628,244.1,community,unfurnished,False,3,Sharaf DG,Red,112,15.37,yearly,1,60500,23,248
R000214,2021-08-11,Dubai Creek Harbour,Creek,25.19687,55.33536,apartment,3BR,3,1585,147.3,pool,fully_furnished,False,2,Burj Khalifa/Dubai Mall,Red,97,6.13,yearly,2,38800,24,263
R000215,2023-09-06,Jumeirah Park,Emirates Living,25.04815,55.17,villa,4BR_villa,4,3787,351.8,marina,unfurnished,False,3,Discovery Gardens,Red,40,19.63,yearly,4,145500,38,414
R000216,2023-04-24,Jumeirah Village Triangle,JVT,25.05195,55.18109,apartment,2BR,2,1442,133.9,park,semi_furnished,False,1,Baniyas Square (G),Green,323,18.68,yearly,6,25500,17,191
R000217,2023-12-24,Emirates Hills,Emirates Hills,25.05686,55.16669,villa,4BR_villa,4,4346,403.7,pool,semi_furnished,True,2,Al Furjan,Red,38,19.0,yearly,2,336000,77,832
R000218,2025-09-10,Al Barsha,Al Barsha,25.10299,55.21638,apartment,2BR,2,1264,117.5,city,fully_furnished,True,2,Mashreq Bank,Red,47,11.99,yearly,12,31100,24,265
R000219,2024-05-17,Dubai Creek Harbour,Creek,25.20006,55.3707,apartment,4BR_penthouse,4,2099,195.0,park,semi_furnished,False,2,Al Ghubaiba,Green,106,9.69,yearly,4,67600,32,347
R000220,2022-11-29,Jumeirah Beach Residence,Dubai Marina,25.07637,55.13975,apartment,studio,0,300,27.9,golf_course,fully_furnished,True,1,Dubai Internet City,Red,64,19.09,short_term,12,10500,34,376
R000221,2021-03-17,Maritime City,Maritime City,25.25896,55.26669,apartment,2BR,2,1387,128.9,sea,unfurnished,True,1,ADCB,Red,60,6.91,yearly,4,38000,27,295
R000222,2023-09-24,Bur Dubai,Bur Dubai,25.25554,55.30222,apartment,3BR,3,2663,247.4,community,semi_furnished,False,2,Al Ghubaiba,Green,2,7.06,yearly,1,53600,20,217
R000223,2023-07-03,Al Furjan,Al Furjan,25.02309,55.13076,apartment,4BR_penthouse,4,3972,369.0,park,fully_furnished,False,1,Al Furjan,Red,2,24.17,yearly,1,94400,23,256
R000224,2024-07-10,World Islands,World Islands,25.23431,55.1452,apartment,3BR,3,2113,196.3,community,unfurnished,False,1,First Abu Dhabi Bank,Red,145,13.64,short_term,1,151100,71,770
R000225,2025-12-01,The Greens,The Greens,25.10754,55.15541,apartment,3BR,3,1514,140.7,golf_course,unfurnished,False,1,Dubai Internet City,Red,3,15.58,yearly,1,59900,39,426
R000226,2022-11-18,Dubai Silicon Oasis,Dubai Silicon Oasis,25.12376,55.37289,apartment,1BR,1,749,69.6,city,unfurnished,False,3,Al Nahda,Red,237,12.84,yearly,1,12200,16,175
R000227,2022-10-01,Jumeirah Bay Island,Jumeirah,25.21401,55.23551,apartment,1BR,1,768,71.4,pool,semi_furnished,True,1,Burj Khalifa/Dubai Mall,Red,28,4.34,yearly,1,61800,80,866
R000228,2026-04-06,Jumeirah Park,Emirates Living,25.03055,55.17523,villa,3BR_villa,3,2834,263.3,community,semi_furnished,True,4,Discovery Gardens,Red,38,21.05,yearly,1,101300,35,385
R000229,2021-08-25,Damac Hills 2,Damac Hills,24.95519,55.29125,villa,3BR_villa,3,3392,315.1,community,fully_furnished,False,3,Al Jafiliya,Red,360,26.96,yearly,4,52300,15,166
R000230,2024-09-07,City Walk,Al Wasl,25.21988,55.2538,apartment,4BR_penthouse,4,3634,337.6,park,fully_furnished,True,2,World Trade Centre,Red,37,3.26,yearly,12,178600,49,529
R000231,2025-09-03,Palm Jumeirah,Palm Jumeirah,25.12417,55.12873,apartment,1BR,1,869,80.8,pool,unfurnished,False,1,Mashreq Bank,Red,46,16.76,yearly,6,71400,82,884
R000232,2021-06-02,Jebel Ali,Jebel Ali,25.01761,55.09943,apartment,1BR,1,590,54.8,marina,unfurnished,True,1,Danube,Red,33,26.63,yearly,2,4600,7,83
R000233,2022-04-15,Karama,Bur Dubai,25.25641,55.28791,apartment,3BR,3,2051,190.6,community,semi_furnished,False,1,BurJuman (G),Green,16,6.72,yearly,2,27700,13,145
R000234,2025-12-08,Dubai Creek Harbour,Creek,25.20354,55.35205,apartment,4BR_penthouse,4,3542,329.1,burj_khalifa,fully_furnished,True,2,Creek,Green,44,7.84,yearly,2,226900,64,690
R000235,2021-01-09,Dubai Festival City,Festival City,25.23414,55.33194,apartment,4BR_penthouse,4,2955,274.5,community,fully_furnished,False,1,Creek,Green,4,7.1,yearly,4,44200,14,161
R000236,2025-02-26,Living Legends,Dubailand,25.07044,55.31195,apartment,2BR,2,964,89.5,community,fully_furnished,True,1,ADCB,Red,240,14.59,yearly,2,20200,20,225
R000237,2024-06-25,Mudon,Dubailand,25.04213,55.24109,villa,5BR_villa,5,3942,366.2,community,unfurnished,False,2,Jumeirah Golf Estates,Red,106,17.57,yearly,1,78100,19,213
R000238,2022-04-08,Bulgari Resort,Jumeirah Bay,25.20689,55.23452,villa,3BR_villa,3,1628,151.2,community,unfurnished,True,2,Financial Centre,Red,37,4.15,yearly,6,200700,123,1327
R000239,2021-01-21,Al Qusais,Al Qusais,25.29099,55.38609,apartment,1BR,1,725,67.4,community,fully_furnished,False,1,Al Qusais,Green,5,15.33,yearly,4,8500,11,127
R000240,2025-04-03,International City,International City,25.16882,55.40961,apartment,2BR,2,994,92.3,park,semi_furnished,False,2,Discovery Gardens,Red,367,13.97,yearly,2,13600,13,147
R000241,2024-05-06,DAMAC Lagoons,Damac,25.06006,55.25598,villa,4BR_villa,4,3677,341.6,community,unfurnished,True,3,Al Karama,Red,282,15.36,yearly,4,87400,23,256
R000242,2022-11-25,Green Community,DIP,25.0025,55.17811,villa,6BR_villa,6,8230,764.6,park,semi_furnished,True,2,Al Qusais,Green,446,23.72,yearly,4,166500,20,218
R000243,2023-04-23,Karama,Bur Dubai,25.24018,55.28923,apartment,1BR,1,963,89.5,pool,semi_furnished,False,1,Max,Red,15,5.01,yearly,2,16600,17,186
R000244,2022-08-08,Dubai Investment Park,DIP,25.00218,55.20838,apartment,studio,0,482,44.8,community,fully_furnished,True,1,UAE Pavilion,Red,78,22.68,short_term,6,7400,15,164
R000245,2022-04-19,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16409,55.30812,apartment,studio,0,434,40.3,pool,unfurnished,True,1,Max,Red,98,5.01,yearly,2,10800,25,269
R000246,2025-04-08,Bluewaters Island,Dubai Marina,25.07069,55.11503,apartment,1BR,1,721,67.0,city,fully_furnished,True,2,Al Nahda (G),Green,413,21.34,yearly,12,46300,64,691
R000247,2022-02-04,Dubai Investment Park,DIP,24.99956,55.16881,apartment,studio,0,681,63.3,city,fully_furnished,True,3,Energy,Red,120,24.41,yearly,2,7200,10,113
R000248,2024-05-26,The Springs,Emirates Living,25.04267,55.19529,villa,3BR_villa,3,3574,332.0,pool,fully_furnished,True,4,Jumeirah Golf Estates,Red,35,18.94,short_term,2,172200,48,519
R000249,2021-06-07,The Meadows,Emirates Living,25.04146,55.17941,villa,3BR_villa,3,2943,273.4,golf_course,fully_furnished,True,4,Jebel Ali,Red,86,19.78,yearly,2,120600,41,441
R000250,2023-08-22,Al Barsha South,Al Barsha,25.08239,55.19875,apartment,studio,0,452,42.0,park,unfurnished,False,1,Jebel Ali,Red,137,14.86,yearly,1,10700,23,254
R000251,2024-04-21,Jumeirah 2,Jumeirah,25.22346,55.2307,villa,5BR_villa,5,5124,476.0,community,semi_furnished,True,2,ADCB,Red,88,5.28,yearly,6,287200,56,603
R000252,2025-03-29,Deira,Deira,25.27845,55.32551,apartment,2BR,2,1194,110.9,park,fully_furnished,False,1,Abu Baker Al Siddique (G),Green,28,10.39,yearly,12,26100,21,235
R000253,2021-06-14,Dubai Islands,Deira Islands,25.27318,55.2959,apartment,3BR,3,2842,264.0,city,semi_furnished,False,2,Baniyas Square,Red,26,8.72,yearly,12,79200,27,300
R000254,2021-04-08,Jumeirah 2,Jumeirah,25.2029,55.23644,apartment,3BR,3,1824,169.5,community,unfurnished,True,2,First Abu Dhabi Bank,Red,116,3.87,yearly,2,42100,23,248
R000255,2023-11-15,Dubai South,Dubai South,24.90995,55.14205,apartment,1BR,1,909,84.4,city,fully_furnished,True,1,Business Bay,Red,391,34.61,yearly,1,16100,17,190
R000256,2023-08-16,Dubai Sports City,Dubai Sports City,25.03831,55.23096,apartment,1BR,1,849,78.9,pool,unfurnished,True,2,Sharaf DG,Red,100,18.2,yearly,2,15000,17,190
R000257,2025-03-04,Expo City,Dubai South,24.95906,55.16416,apartment,1BR,1,955,88.8,park,unfurnished,True,2,Expo 2020,Red,2,28.71,yearly,12,22300,23,251
R000258,2024-04-15,Mira,Reem,25.0325,55.27915,villa,4BR_villa,4,3975,369.3,city,fully_furnished,True,4,World Trade Centre,Red,250,18.32,yearly,4,128700,32,348
R000259,2023-07-06,Arabian Ranches,Arabian Ranches,25.04571,55.26492,villa,4BR_villa,4,3631,337.4,pool,semi_furnished,True,2,Jumeirah Golf Estates,Red,124,16.87,yearly,1,192600,53,571
R000260,2024-01-23,Dubai Investment Park,DIP,24.99698,55.18103,apartment,studio,0,416,38.6,pool,unfurnished,False,1,Dubai Investment Park,Red,21,24.17,yearly,1,5600,13,145
R000261,2023-04-12,Emirates Hills,Emirates Hills,25.06447,55.15525,villa,3BR_villa,3,2955,274.5,sea,semi_furnished,True,3,Al Qiyadah,Red,386,19.02,yearly,4,276000,93,1005
R000262,2024-04-12,Umm Suqeim,Jumeirah,25.1467,55.21463,villa,3BR_villa,3,3073,285.5,community,unfurnished,False,3,First Abu Dhabi Bank,Red,43,8.23,yearly,6,187000,60,655
R000263,2024-04-20,Sustainable City,Sustainable City,24.98566,55.27729,villa,4BR_villa,4,4399,408.6,park,fully_furnished,True,3,Al Jafiliya,Red,336,23.52,yearly,2,120400,27,295
R000264,2023-11-09,The Meadows,Emirates Living,25.06208,55.17452,villa,6BR_villa,6,5820,540.7,burj_khalifa,unfurnished,False,2,Energy,Red,143,18.08,yearly,4,366700,63,678
